file_name,class_id,class_name,pred_class_id,pred_class_name,window_size,confidence,is_pred_correct,position
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,5,0.96292084,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,5,0.9968245,False,M
vaIdBL8WgXE.mp4,0,abseiling,27,blowing out candles,5,0.42295542,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,7,0.9996804,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,7,0.99990726,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,7,0.8230851,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,9,0.9992772,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,9,0.9999356,False,M
vaIdBL8WgXE.mp4,0,abseiling,252,playing xylophone,9,0.99808866,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,11,0.99904007,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,11,0.99999464,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,11,0.9997675,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,13,0.96356785,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,13,0.99982554,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,13,0.8679248,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,15,0.995112,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,15,0.9999025,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,15,0.99665266,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,17,0.99897337,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,17,0.99994683,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,17,0.96004945,False,E
vaIdBL8WgXE.mp4,0,abseiling,224,playing chess,19,0.99791366,False,S
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,19,0.9999167,False,M
vaIdBL8WgXE.mp4,0,abseiling,204,opening present,19,0.9926479,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,5,0.76994115,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,5,0.61220646,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,5,0.99833727,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,7,0.9999925,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,7,0.915158,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,7,0.9999974,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,9,0.99994326,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,9,0.98998207,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,9,0.99998736,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,11,0.9999248,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,11,0.98342806,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,11,0.99998546,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,13,0.9993399,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,13,0.5869766,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,13,0.9790245,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,15,0.99979895,False,S
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,15,0.67278075,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,15,0.9997739,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,17,0.9995937,False,S
mRb3CmgbjBo.mp4,0,abseiling,89,decorating the christmas tree,17,0.36549145,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,17,0.99366176,False,E
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,19,0.99979633,False,S
mRb3CmgbjBo.mp4,0,abseiling,158,hugging,19,0.2386442,False,M
mRb3CmgbjBo.mp4,0,abseiling,204,opening present,19,0.99995136,False,E
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,5,0.9432968,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,5,0.9846889,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,5,0.6806141,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,7,0.9997774,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,7,0.9974179,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,7,0.9608289,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,9,0.997894,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,9,0.60186905,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,9,0.6881627,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,11,0.99091256,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,11,0.68701893,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,11,0.9536698,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,13,0.9694774,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,13,0.70187104,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,13,0.77672523,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,15,0.9913879,False,S
XF-jJ2RCpYo.mp4,0,abseiling,89,decorating the christmas tree,15,0.86070293,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,15,0.99859565,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,17,0.99605906,False,S
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,17,0.9126082,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,17,0.9998265,False,E
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,19,0.99285126,False,S
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,19,0.6343431,False,M
XF-jJ2RCpYo.mp4,0,abseiling,204,opening present,19,0.9796464,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,5,1.0,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,5,1.0,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,5,1.0,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,7,1.0,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,7,1.0,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,7,1.0,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,9,1.0,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,9,1.0,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,9,1.0,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,11,1.0,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,11,1.0,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,11,1.0,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,13,0.99999857,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,13,0.99999976,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,13,0.99998343,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,15,0.9999002,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,15,0.9999304,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,15,0.99994946,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,17,0.99991,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,17,0.9999273,False,M
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,17,0.99976975,False,E
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,19,0.99981993,False,S
NVRsxRMAs3E.mp4,1,air drumming,244,playing saxophone,19,0.99979144,False,M
